gemeente,plaats,lat,lng
Westerveld,Pesse,52.85894379,6.30960406
Westerveld,Ruinen,52.85894379,6.30960406
Westerveld,Uffelte,52.85894379,6.30960406
Westerveld,Vledder,52.85894379,6.30960406
Westerveld,Vledderveen DR,52.85894379,6.30960406
Westerveld,Wapse,52.85894379,6.30960406
Westerveld,Wapserveen,52.85894379,6.30960406
Westerveld,Wateren,52.85894379,6.30960406
Westerveld,Wilhelminaoord,52.85894379,6.30960406
Westerveld,Wittelte,52.85894379,6.30960406
Westerveld,Zorgvlied,52.85894379,6.30960406
Westervoort,Westervoort,51.96304642,5.96765406
Westerwolde,Bellingwolde,53.06899952,7.07115412
Westerwolde,Blijham,53.06899952,7.07115412
Westerwolde,Bourtange,53.06899952,7.07115412
Westerwolde,Oudeschans,53.06899952,7.07115412
Westerwolde,Sellingen,53.06899952,7.07115412
Westerwolde,Ter Apel,53.06899952,7.07115412
Westerwolde,Ter Apelkanaal,53.06899952,7.07115412
Westerwolde,Veelerveen,53.06899952,7.07115412
Westerwolde,Vlagtwedde,53.06899952,7.07115412
Westerwolde,Vriescheloo,53.06899952,7.07115412
Westerwolde,Wedde,53.06899952,7.07115412
Westland,'s-Gravenzande,51.99397258,4.21097043
Westland,De Lier,51.99397258,4.21097043
Westland,Honselersdijk,51.99397258,4.21097043
Westland,Kwintsheul,51.99397258,4.21097043
Westland,Maasdijk,51.99397258,4.21097043
Westland,Monster,51.99397258,4.21097043
Westland,Naaldwijk,51.99397258,4.21097043
Westland,Poeldijk,51.99397258,4.21097043
Westland,Ter Heijde,51.99397258,4.21097043
Westland,Wateringen,51.99397258,4.21097043
Weststellingwerf,Blesdijke,52.87626424,6.00612955
Weststellingwerf,Boijl,52.87626424,6.00612955
Weststellingwerf,De Blesse,52.87626424,6.00612955
Weststellingwerf,De Hoeve,52.87626424,6.00612955
Weststellingwerf,Langelille,52.87626424,6.00612955
Weststellingwerf,Munnekeburen,52.87626424,6.00612955
Weststellingwerf,Nijeholtpade,52.87626424,6.00612955
Weststellingwerf,Nijeholtwolde,52.87626424,6.00612955
Weststellingwerf,Nijelamer,52.87626424,6.00612955
Weststellingwerf,Nijetrijne,52.87626424,6.00612955
Weststellingwerf,Noordwolde FR,52.87626424,6.00612955
Weststellingwerf,Oldeholtpade,52.87626424,6.00612955
Weststellingwerf,Oldeholtwolde,52.87626424,6.00612955
Weststellingwerf,Oldelamer,52.87626424,6.00612955
Weststellingwerf,Oldetrijne,52.87626424,6.00612955
Weststellingwerf,Oosterstreek,52.87626424,6.00612955
Weststellingwerf,Peperga,52.87626424,6.00612955
Weststellingwerf,Scherpenzeel FR,52.87626424,6.00612955
Weststellingwerf,Slijkenburg,52.87626424,6.00612955
Weststellingwerf,Sonnega,52.87626424,6.00612955
Weststellingwerf,Spanga,52.87626424,6.00612955
Weststellingwerf,Steggerda,52.87626424,6.00612955
Weststellingwerf,Ter Idzard,52.87626424,6.00612955
Weststellingwerf,Vinkega,52.87626424,6.00612955
Weststellingwerf,Wolvega,52.87626424,6.00612955
Weststellingwerf,Zandhuizen,52.87626424,6.00612955
Wierden,Enter,52.35563333,6.59282801
Wierden,Hoge Hexel,52.35563333,6.59282801
Wierden,Notter,52.35563333,6.59282801
Wierden,Wierden,52.35563333,6.59282801
Wierden,Zuna,52.35563333,6.59282801
Wijchen,Balgoij,51.80845401,5.73063717
Wijchen,Batenburg,51.80845401,5.73063717
Wijchen,Bergharen,51.80845401,5.73063717
Wijchen,Hernen,51.80845401,5.73063717
Wijchen,Leur,51.80845401,5.73063717
Wijchen,Niftrik,51.80845401,5.73063717
Wijchen,Wijchen,51.80845401,5.73063717
Wijdemeren,'s-Graveland,52.20793874,5.14055044
Wijdemeren,Ankeveen,52.20793874,5.14055044
Wijdemeren,Breukeleveen,52.20793874,5.14055044
Wijdemeren,Kortenhoef,52.20793874,5.14055044
Wijdemeren,Loosdrecht,52.20793874,5.14055044
Wijdemeren,Nederhorst Den Berg,52.20793874,5.14055044
Wijk bij Duurstede,Cothen,51.97524706,5.34143203
Wijk bij Duurstede,Langbroek,51.97524706,5.34143203
Wijk bij Duurstede,Wijk bij Duurstede,51.97524706,5.34143203
Winterswijk,Winterswijk,51.96868161,6.71549997
Winterswijk,Winterswijk Brinkheurne,51.96868161,6.71549997
Winterswijk,Winterswijk Corle,51.96868161,6.71549997
Winterswijk,Winterswijk Henxel,51.96868161,6.71549997
Winterswijk,Winterswijk Huppel,51.96868161,6.71549997
Winterswijk,Winterswijk Kotten,51.96868161,6.71549997
Winterswijk,Winterswijk Meddo,51.96868161,6.71549997
Winterswijk,Winterswijk Miste,51.96868161,6.71549997
Winterswijk,Winterswijk Ratum,51.96868161,6.71549997
Winterswijk,Winterswijk Woold,51.96868161,6.71549997
Woensdrecht,Hoogerheide,51.42316976,4.32593411
Woensdrecht,Huijbergen,51.42316976,4.32593411
Woensdrecht,Ossendrecht,51.42316976,4.32593411
Woensdrecht,Putte,51.42316976,4.32593411
Woensdrecht,Woensdrecht,51.42316976,4.32593411
Woerden,Harmelen,52.07904388,4.88867037
Woerden,Kamerik,52.07904388,4.88867037
Woerden,Woerden,52.07904388,4.88867037
Woerden,Zegveld,52.07904388,4.88867037
Wormerland,Jisp,52.49015361,4.80851876
Wormerland,Oostknollendam,52.49015361,4.80851876
Wormerland,Spijkerboor NH,52.49015361,4.80851876
Wormerland,Wijdewormer,52.49015361,4.80851876
Wormerland,Wormer,52.49015361,4.80851876
Woudenberg,Woudenberg,52.0813078,5.41480524
Zaanstad,Assendelft,52.43844098,4.81460069
Zaanstad,Koog aan de Zaan,52.43844098,4.81460069
Zaanstad,Krommenie,52.43844098,4.81460069
Zaanstad,Westknollendam,52.43844098,4.81460069
Zaanstad,Westzaan,52.43844098,4.81460069
Zaanstad,Wormerveer,52.43844098,4.81460069
Zaanstad,Zaandam,52.43844098,4.81460069
Zaanstad,Zaandijk,52.43844098,4.81460069
Zaltbommel,Aalst,51.79936644,5.25704691
Zaltbommel,Bern,51.79936644,5.25704691
Zaltbommel,Brakel,51.79936644,5.25704691
Zaltbommel,Bruchem,51.79936644,5.25704691
Zaltbommel,Delwijnen,51.79936644,5.25704691
Zaltbommel,Gameren,51.79936644,5.25704691
Zaltbommel,Kerkwijk,51.79936644,5.25704691
Zaltbommel,Nederhemert,51.79936644,5.25704691
Zaltbommel,Nieuwaal,51.79936644,5.25704691
Zaltbommel,Poederoijen,51.79936644,5.25704691
Zaltbommel,Zaltbommel,51.79936644,5.25704691
Zaltbommel,Zuilichem,51.79936644,5.25704691
Zandvoort,Bentveld,52.37260547,4.52923786
Zandvoort,Zandvoort,52.37260547,4.52923786
Zeewolde,Zeewolde,52.33175815,5.54466458
Zeist,Austerlitz,52.08238085,5.23896827
Zeist,Bosch en Duin,52.08238085,5.23896827
Zeist,Den Dolder,52.08238085,5.23896827
Zeist,Huis Ter Heide UT,52.08238085,5.23896827
Zeist,Zeist,52.08238085,5.23896827
Zevenaar,Aerdt,51.92419443,6.07504605
Zevenaar,Angerlo,51.92419443,6.07504605
Zevenaar,Babberich,51.92419443,6.07504605
Zevenaar,Giesbeek,51.92419443,6.07504605
Zevenaar,Herwen,51.92419443,6.07504605
Zevenaar,Lathum,51.92419443,6.07504605
Zevenaar,Lobith,51.92419443,6.07504605
Zevenaar,Pannerden,51.92419443,6.07504605
Zevenaar,Spijk Gem Zevenaar,51.92419443,6.07504605
Zevenaar,Tolkamer,51.92419443,6.07504605
Zevenaar,Zevenaar,51.92419443,6.07504605
Zoetermeer,Zoetermeer,52.06073737,4.49290226
Zoeterwoude,Gelderswoude,52.12538764,4.49809435
Zoeterwoude,Zoeterwoude,52.12538764,4.49809435
Zuidplas,Moerkapelle,51.96786578,4.61695443
Zuidplas,Moordrecht,51.96786578,4.61695443
Zuidplas,Nieuwerkerk aan den IJssel,51.96786578,4.61695443
Zuidplas,Zevenhuizen ZH,51.96786578,4.61695443
Zundert,Achtmaal,51.47292269,4.66448847
Zundert,Klein Zundert,51.47292269,4.66448847
Zundert,Rijsbergen,51.47292269,4.66448847
Zundert,Wernhout,51.47292269,4.66448847
Zundert,Zundert,51.47292269,4.66448847
Zutphen,Warnsveld,52.13999395,6.19475319
Zutphen,Zutphen,52.13999395,6.19475319
Zwartewaterland,Genemuiden,52.5920604,6.09585327
Zwartewaterland,Hasselt,52.5920604,6.09585327
Zwartewaterland,Mastenbroek,52.5920604,6.09585327
Zwartewaterland,Zwartsluis,52.5920604,6.09585327
Zwijndrecht,Heerjansdam,51.81788323,4.64713918
Zwijndrecht,Zwijndrecht,51.81788323,4.64713918
Zwolle,Zwolle,52.50307251,6.0909244
